AUTHID,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
c3f4b3e345cb6b032db2e0459d179db3,2.45,4,3.8,2.8,4.25,n,y,y,n,y
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
83b6e605652dbf6915856eea1ce419bd,2.5,2,3,4.25,2.5,n,n,n,y,n
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
65266a09dc3d274bed54447cf4565392,2.9,2.65,3.45,3.45,4,n,n,n,n,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
8f9d4ed5d16ed1a67d734196d29d1f6b,4.33,2,4.17,3.67,4.4,y,n,y,y,y
